id,course,name,intro,introformat,practice,modattempts,usepassword,password,dependency,conditions,grade,custom,ongoing,usemaxgrade,maxanswers,maxattempts,review,nextpagedefault,feedback,minquestions,maxpages,timelimit,retake,activitylink,mediafile,mediaheight,mediawidth,mediaclose,slideshow,width,height,bgcolor,displayleft,displayleftif,progressbar,available,deadline,timemodified,completionendreached,completiontimespent,allowofflineattempts
258fbf0e-5693-4669-9bd6-1ec7548ad0fb,49A1942FADD6402DB745870761477CAF,Intro to Blacksmithing Lesson 1,Intro to Blacksmithing Lesson 1 posted for Intro to Blacksmithing 223,0,0,0,0,,0,,100,0,0,1,20,3,0,0,1,10,1,0,1,0,,100,650,0,0,640,480,#FFFFFF,0,0,0,2022-01-19T00:00:00.000Z,2022-02-04T00:00:00.000Z,2022-01-19T00:00:00.000Z,0,0,0
d2734df7-f27b-4e7a-80b7-e30609c71489,49A1942FADD6402DB745870761477CAF,Intro to Blacksmithing Lesson 2,Intro to Blacksmithing Lesson 2 posted for Intro to Blacksmithing 223,0,0,0,0,,0,,100,0,0,1,20,3,0,0,1,15,1,0,1,0,,100,650,0,0,640,480,#FFFFFF,0,0,0,2022-01-03T00:00:00.000Z,2022-01-21T00:00:00.000Z,2022-01-03T00:00:00.000Z,0,0,0
7521b414-0bcc-40fa-b0af-ecdf3b001309,D75473554303430AADBC77748F20E4E9,Drawing Lesson 1,Drawing Lesson 1 posted for Drawing 262,0,0,0,0,,0,,100,0,0,1,20,2,0,0,1,20,1,0,1,0,,100,650,0,0,640,480,#FFFFFF,0,0,0,2022-01-15T00:00:00.000Z,2022-01-29T00:00:00.000Z,2022-01-15T00:00:00.000Z,0,0,0
c3c941d6-4e1d-4985-82ce-ed273d788164,508D26EBA720459FB44FA6C910832522,Photography and Imaging Lesson 1,Photography and Imaging Lesson 1 posted for Photography and Imaging 272,0,0,0,0,,0,,100,0,0,1,20,1,0,0,1,14,1,0,1,0,,100,650,0,0,640,480,#FFFFFF,0,0,0,2022-01-23T00:00:00.000Z,2022-02-06T00:00:00.000Z,2022-01-23T00:00:00.000Z,0,0,0
375fcd1c-29fb-49e2-ba82-342426ada81c,508D26EBA720459FB44FA6C910832522,Photography and Imaging Lesson 2,Photography and Imaging Lesson 2 posted for Photography and Imaging 272,0,0,0,0,,0,,100,0,0,1,20,2,0,0,1,19,1,0,1,0,,100,650,0,0,640,480,#FFFFFF,0,0,0,2022-01-11T00:00:00.000Z,2022-01-20T00:00:00.000Z,2022-01-11T00:00:00.000Z,0,0,0
02f254f7-1073-46d4-8459-74657347624a,518053972F9E417990607B6F95279906,World Art Lesson 1,World Art Lesson 1 posted for World Art 301,0,0,0,0,,0,,100,0,0,1,20,4,0,0,1,7,1,0,1,0,,100,650,0,0,640,480,#FFFFFF,0,0,0,2022-01-26T00:00:00.000Z,2022-02-14T00:00:00.000Z,2022-01-26T00:00:00.000Z,0,0,0
b514b74d-397a-4b7b-b1b5-691890873052,518053972F9E417990607B6F95279906,World Art Lesson 2,World Art Lesson 2 posted for World Art 301,0,0,0,0,,0,,100,0,0,1,20,4,0,0,1,20,1,0,1,0,,100,650,0,0,640,480,#FFFFFF,0,0,0,2022-01-11T00:00:00.000Z,2022-01-29T00:00:00.000Z,2022-01-11T00:00:00.000Z,0,0,0
a39732aa-30be-4617-bf8c-56cf2b187bf9,518053972F9E417990607B6F95279906,World Art Lesson 3,World Art Lesson 3 posted for World Art 301,0,0,0,0,,0,,100,0,0,1,20,1,0,0,1,16,1,0,1,0,,100,650,0,0,640,480,#FFFFFF,0,0,0,2022-01-11T00:00:00.000Z,2022-01-19T00:00:00.000Z,2022-01-11T00:00:00.000Z,0,0,0
034ee89f-d5f0-4972-ba77-e753b5d372df,B207F983B9524E5F892884A8934D1077,Color Theory Lesson 1,Color Theory Lesson 1 posted for Color Theory 304,0,0,0,0,,0,,100,0,0,1,20,4,0,0,1,19,1,0,1,0,,100,650,0,0,640,480,#FFFFFF,0,0,0,2022-01-26T00:00:00.000Z,2022-02-07T00:00:00.000Z,2022-01-26T00:00:00.000Z,0,0,0
8dce9bee-4893-4fb8-a01b-3bb9b0b544fc,B207F983B9524E5F892884A8934D1077,Color Theory Lesson 2,Color Theory Lesson 2 posted for Color Theory 304,0,0,0,0,,0,,100,0,0,1,20,1,0,0,1,10,1,0,1,0,,100,650,0,0,640,480,#FFFFFF,0,0,0,2022-01-03T00:00:00.000Z,2022-01-21T00:00:00.000Z,2022-01-03T00:00:00.000Z,0,0,0
bb9d0021-a22f-4520-9737-0fbd1807260c,B207F983B9524E5F892884A8934D1077,Color Theory Lesson 3,Color Theory Lesson 3 posted for Color Theory 304,0,0,0,0,,0,,100,0,0,1,20,1,0,0,1,18,1,0,1,0,,100,650,0,0,640,480,#FFFFFF,0,0,0,2022-01-18T00:00:00.000Z,2022-01-28T00:00:00.000Z,2022-01-18T00:00:00.000Z,0,0,0
05a392e9-3e37-4ed5-871e-df24b0b90311,F9A6820A57E542CBA302680BB6BD2B22,Practice of Art Theraphy Lesson 1,Practice of Art Theraphy Lesson 1 posted for Practice of Art Theraphy 350,0,0,0,0,,0,,100,0,0,1,20,1,0,0,1,6,1,0,1,0,,100,650,0,0,640,480,#FFFFFF,0,0,0,2022-01-26T00:00:00.000Z,2022-02-02T00:00:00.000Z,2022-01-26T00:00:00.000Z,0,0,0
8cbbff16-3aae-403e-8f1f-7378a34d0821,90A1DB4399014520B10AC7FBCC8A165C,Documentary Strategies Lesson 1,Documentary Strategies Lesson 1 posted for Documentary Strategies 373,0,0,0,0,,0,,100,0,0,1,20,2,0,0,1,8,1,0,1,0,,100,650,0,0,640,480,#FFFFFF,0,0,0,2022-01-18T00:00:00.000Z,2022-02-06T00:00:00.000Z,2022-01-18T00:00:00.000Z,0,0,0
c634e9ec-0bf1-422a-91b5-b482ca151ebb,F1F03A18392E40818B01E55D19C26700,Portraiture in Photography Lesson 1,Portraiture in Photography Lesson 1 posted for Portraiture in Photography 376,0,0,0,0,,0,,100,0,0,1,20,1,0,0,1,10,1,0,1,0,,100,650,0,0,640,480,#FFFFFF,0,0,0,2022-01-21T00:00:00.000Z,2022-02-07T00:00:00.000Z,2022-01-21T00:00:00.000Z,0,0,0
c35778f9-d90c-4682-95ef-1fcf66fea524,25E91551DD0F4EB69FA10ABF1CE740B7,Methods in Art Education Lesson 1,Methods in Art Education Lesson 1 posted for Methods in Art Education 401,0,0,0,0,,0,,100,0,0,1,20,4,0,0,1,13,1,0,1,0,,100,650,0,0,640,480,#FFFFFF,0,0,0,2022-01-15T00:00:00.000Z,2022-02-05T00:00:00.000Z,2022-01-15T00:00:00.000Z,0,0,0
347da7d1-3ea4-4075-82bd-8a427622a0ac,25E91551DD0F4EB69FA10ABF1CE740B7,Methods in Art Education Lesson 2,Methods in Art Education Lesson 2 posted for Methods in Art Education 401,0,0,0,0,,0,,100,0,0,1,20,2,0,0,1,12,1,0,1,0,,100,650,0,0,640,480,#FFFFFF,0,0,0,2022-01-18T00:00:00.000Z,2022-02-07T00:00:00.000Z,2022-01-18T00:00:00.000Z,0,0,0
da41732b-1206-411e-85bc-e23e382b4d53,7D851C14FFA244CF909340AC7863BAC3,Art Seminar Lesson 1,Art Seminar Lesson 1 posted for Art Seminar 415,0,0,0,0,,0,,100,0,0,1,20,3,0,0,1,20,1,0,1,0,,100,650,0,0,640,480,#FFFFFF,0,0,0,2022-01-14T00:00:00.000Z,2022-01-23T00:00:00.000Z,2022-01-14T00:00:00.000Z,0,0,0
09064713-5d4c-4139-8060-4c19cfb229f5,7D851C14FFA244CF909340AC7863BAC3,Art Seminar Lesson 2,Art Seminar Lesson 2 posted for Art Seminar 415,0,0,0,0,,0,,100,0,0,1,20,1,0,0,1,14,1,0,1,0,,100,650,0,0,640,480,#FFFFFF,0,0,0,2022-01-04T00:00:00.000Z,2022-01-22T00:00:00.000Z,2022-01-04T00:00:00.000Z,0,0,0
fb315b56-12d4-4d82-a974-777c122f36d0,030733285E7943CE86189E39C88A04D6,Business Communication Lesson 1,Business Communication Lesson 1 posted for Business Communication 301,0,0,0,0,,0,,100,0,0,1,20,1,0,0,1,17,1,0,1,0,,100,650,0,0,640,480,#FFFFFF,0,0,0,2022-01-11T00:00:00.000Z,2022-01-18T00:00:00.000Z,2022-01-11T00:00:00.000Z,0,0,0
c2947cf6-367e-4d53-bcb7-90d23415e3d0,030733285E7943CE86189E39C88A04D6,Business Communication Lesson 2,Business Communication Lesson 2 posted for Business Communication 301,0,0,0,0,,0,,100,0,0,1,20,1,0,0,1,6,1,0,1,0,,100,650,0,0,640,480,#FFFFFF,0,0,0,2022-01-06T00:00:00.000Z,2022-01-24T00:00:00.000Z,2022-01-06T00:00:00.000Z,0,0,0
873e0878-6e43-4c76-ab24-786174dec869,030733285E7943CE86189E39C88A04D6,Business Communication Lesson 3,Business Communication Lesson 3 posted for Business Communication 301,0,0,0,0,,0,,100,0,0,1,20,1,0,0,1,10,1,0,1,0,,100,650,0,0,640,480,#FFFFFF,0,0,0,2022-01-10T00:00:00.000Z,2022-01-22T00:00:00.000Z,2022-01-10T00:00:00.000Z,0,0,0
73ba20e2-4dfc-4e79-809d-495a6f08b14e,BEB8D1707FEB453A85B387A9C474F08F,Organizational Behavior Lesson 1,Organizational Behavior Lesson 1 posted for Organizational Behavior 308,0,0,0,0,,0,,100,0,0,1,20,5,0,0,1,6,1,0,1,0,,100,650,0,0,640,480,#FFFFFF,0,0,0,2022-01-05T00:00:00.000Z,2022-01-17T00:00:00.000Z,2022-01-05T00:00:00.000Z,0,0,0
46ecfac2-153f-4a1b-8f99-bf1b5d1f4abb,7510AF2BAFE14181BE9ED11FBBE569AB,Principles of Sustainable Business Lesson 1,Principles of Sustainable Business Lesson 1 posted for Principles of Sustainable Business 310,0,0,0,0,,0,,100,0,0,1,20,4,0,0,1,7,1,0,1,0,,100,650,0,0,640,480,#FFFFFF,0,0,0,2022-01-10T00:00:00.000Z,2022-01-20T00:00:00.000Z,2022-01-10T00:00:00.000Z,0,0,0
3555e21d-fceb-4190-ba99-b07d0912d08b,7510AF2BAFE14181BE9ED11FBBE569AB,Principles of Sustainable Business Lesson 2,Principles of Sustainable Business Lesson 2 posted for Principles of Sustainable Business 310,0,0,0,0,,0,,100,0,0,1,20,1,0,0,1,19,1,0,1,0,,100,650,0,0,640,480,#FFFFFF,0,0,0,2022-01-25T00:00:00.000Z,2022-02-15T00:00:00.000Z,2022-01-25T00:00:00.000Z,0,0,0
0373458f-344e-43e1-926a-5193e8468378,8F93CDB9FB7740899247AE8EE1B647AE,International Management Lesson 1,International Management Lesson 1 posted for International Management 360,0,0,0,0,,0,,100,0,0,1,20,4,0,0,1,10,1,0,1,0,,100,650,0,0,640,480,#FFFFFF,0,0,0,2022-01-14T00:00:00.000Z,2022-01-24T00:00:00.000Z,2022-01-14T00:00:00.000Z,0,0,0
5620dfa3-a2a1-47f8-9d9d-efea4878e86a,8F93CDB9FB7740899247AE8EE1B647AE,International Management Lesson 2,International Management Lesson 2 posted for International Management 360,0,0,0,0,,0,,100,0,0,1,20,4,0,0,1,18,1,0,1,0,,100,650,0,0,640,480,#FFFFFF,0,0,0,2022-01-27T00:00:00.000Z,2022-02-08T00:00:00.000Z,2022-01-27T00:00:00.000Z,0,0,0
c5d270dc-049f-41fc-8527-c321d39ce708,8F93CDB9FB7740899247AE8EE1B647AE,International Management Lesson 3,International Management Lesson 3 posted for International Management 360,0,0,0,0,,0,,100,0,0,1,20,1,0,0,1,20,1,0,1,0,,100,650,0,0,640,480,#FFFFFF,0,0,0,2022-01-12T00:00:00.000Z,2022-01-27T00:00:00.000Z,2022-01-12T00:00:00.000Z,0,0,0
b6b847a1-8ce9-4c98-81d6-06ef883b017d,F7163B9D8FB64D1F828028906A69CD98,Compensation and Benefits Admin Lesson 1,Compensation and Benefits Admin Lesson 1 posted for Compensation and Benefits Admin 386,0,0,0,0,,0,,100,0,0,1,20,4,0,0,1,17,1,0,1,0,,100,650,0,0,640,480,#FFFFFF,0,0,0,2022-01-04T00:00:00.000Z,2022-01-25T00:00:00.000Z,2022-01-04T00:00:00.000Z,0,0,0
5742862d-871c-41f9-95e6-5aaa643dd57d,F7163B9D8FB64D1F828028906A69CD98,Compensation and Benefits Admin Lesson 2,Compensation and Benefits Admin Lesson 2 posted for Compensation and Benefits Admin 386,0,0,0,0,,0,,100,0,0,1,20,4,0,0,1,18,1,0,1,0,,100,650,0,0,640,480,#FFFFFF,0,0,0,2022-01-07T00:00:00.000Z,2022-01-27T00:00:00.000Z,2022-01-07T00:00:00.000Z,0,0,0
30e11e04-c710-43de-8a07-facbe312299b,2A16BC7D7F0D4B90822FEB162FFFA3BF,Production and Operations Management Lesson 1,Production and Operations Management Lesson 1 posted for Production and Operations Management 393,0,0,0,0,,0,,100,0,0,1,20,4,0,0,1,18,1,0,1,0,,100,650,0,0,640,480,#FFFFFF,0,0,0,2022-01-20T00:00:00.000Z,2022-02-01T00:00:00.000Z,2022-01-20T00:00:00.000Z,0,0,0
fae4d159-35b2-4f22-88c7-4ede33516f15,AACE248D43BE4595AEEED5A95FA70ED2,Project Management Lesson 1,Project Management Lesson 1 posted for Project Management 399,0,0,0,0,,0,,100,0,0,1,20,4,0,0,1,14,1,0,1,0,,100,650,0,0,640,480,#FFFFFF,0,0,0,2022-01-17T00:00:00.000Z,2022-02-04T00:00:00.000Z,2022-01-17T00:00:00.000Z,0,0,0
1bb23413-570e-4d31-a916-7a6775b094a9,EEFC922BA6B543A28FECDEC638E07EE0,Healthcare Analytics Management Lesson 1,Healthcare Analytics Management Lesson 1 posted for Healthcare Analytics Management 402,0,0,0,0,,0,,100,0,0,1,20,5,0,0,1,19,1,0,1,0,,100,650,0,0,640,480,#FFFFFF,0,0,0,2022-01-19T00:00:00.000Z,2022-02-03T00:00:00.000Z,2022-01-19T00:00:00.000Z,0,0,0
fc9d017c-9e5b-4e05-88f4-5f0e2e997445,EEFC922BA6B543A28FECDEC638E07EE0,Healthcare Analytics Management Lesson 2,Healthcare Analytics Management Lesson 2 posted for Healthcare Analytics Management 402,0,0,0,0,,0,,100,0,0,1,20,1,0,0,1,10,1,0,1,0,,100,650,0,0,640,480,#FFFFFF,0,0,0,2022-01-18T00:00:00.000Z,2022-01-27T00:00:00.000Z,2022-01-18T00:00:00.000Z,0,0,0
718cc763-78f0-451a-aa78-49b173e850d1,C6BFFB2D75F5425EAA743F666C89702B,Leadership and Team Development Lesson 1,Leadership and Team Development Lesson 1 posted for Leadership and Team Development 412,0,0,0,0,,0,,100,0,0,1,20,2,0,0,1,16,1,0,1,0,,100,650,0,0,640,480,#FFFFFF,0,0,0,2022-01-21T00:00:00.000Z,2022-02-01T00:00:00.000Z,2022-01-21T00:00:00.000Z,0,0,0
3074d435-70de-45fe-9c6f-0affa9786122,4394AC06CD484BCF97BA17DE0076B2A2,Entrepreneurship Lesson 1,Entrepreneurship Lesson 1 posted for Entrepreneurship 420,0,0,0,0,,0,,100,0,0,1,20,3,0,0,1,8,1,0,1,0,,100,650,0,0,640,480,#FFFFFF,0,0,0,2022-01-15T00:00:00.000Z,2022-01-26T00:00:00.000Z,2022-01-15T00:00:00.000Z,0,0,0
48921c4e-fa3c-47c5-8e94-83612c9f8c66,4394AC06CD484BCF97BA17DE0076B2A2,Entrepreneurship Lesson 2,Entrepreneurship Lesson 2 posted for Entrepreneurship 420,0,0,0,0,,0,,100,0,0,1,20,3,0,0,1,17,1,0,1,0,,100,650,0,0,640,480,#FFFFFF,0,0,0,2022-01-09T00:00:00.000Z,2022-01-19T00:00:00.000Z,2022-01-09T00:00:00.000Z,0,0,0
849b583a-aff8-4df3-9d55-88072eb9d9bf,D8991C4D1D924B97998B81B4804A3A72,Social Entrepreneurship Lesson 1,Social Entrepreneurship Lesson 1 posted for Social Entrepreneurship 422,0,0,0,0,,0,,100,0,0,1,20,5,0,0,1,14,1,0,1,0,,100,650,0,0,640,480,#FFFFFF,0,0,0,2022-01-04T00:00:00.000Z,2022-01-12T00:00:00.000Z,2022-01-04T00:00:00.000Z,0,0,0
d4759496-418d-428c-b0dc-f09694513493,D8991C4D1D924B97998B81B4804A3A72,Social Entrepreneurship Lesson 2,Social Entrepreneurship Lesson 2 posted for Social Entrepreneurship 422,0,0,0,0,,0,,100,0,0,1,20,5,0,0,1,13,1,0,1,0,,100,650,0,0,640,480,#FFFFFF,0,0,0,2022-01-08T00:00:00.000Z,2022-01-16T00:00:00.000Z,2022-01-08T00:00:00.000Z,0,0,0
e1cbdc6a-c659-487d-830e-1dbbd65b577a,D8991C4D1D924B97998B81B4804A3A72,Social Entrepreneurship Lesson 3,Social Entrepreneurship Lesson 3 posted for Social Entrepreneurship 422,0,0,0,0,,0,,100,0,0,1,20,4,0,0,1,11,1,0,1,0,,100,650,0,0,640,480,#FFFFFF,0,0,0,2022-01-23T00:00:00.000Z,2022-02-06T00:00:00.000Z,2022-01-23T00:00:00.000Z,0,0,0
f7cb4e12-74af-4923-8451-51c90ea17e09,49589E18A4734BB182FEFE0F8B8D6962,Cross-Cultural Management Lesson 1,Cross-Cultural Management Lesson 1 posted for Cross-Cultural Management 430,0,0,0,0,,0,,100,0,0,1,20,1,0,0,1,10,1,0,1,0,,100,650,0,0,640,480,#FFFFFF,0,0,0,2022-01-19T00:00:00.000Z,2022-02-08T00:00:00.000Z,2022-01-19T00:00:00.000Z,0,0,0
a70fb569-875d-424f-9e9d-32496dc8d6fb,49589E18A4734BB182FEFE0F8B8D6962,Cross-Cultural Management Lesson 2,Cross-Cultural Management Lesson 2 posted for Cross-Cultural Management 430,0,0,0,0,,0,,100,0,0,1,20,5,0,0,1,12,1,0,1,0,,100,650,0,0,640,480,#FFFFFF,0,0,0,2022-01-21T00:00:00.000Z,2022-02-08T00:00:00.000Z,2022-01-21T00:00:00.000Z,0,0,0
f5eaeb25-eaff-48d4-8f58-2afff3d981f1,49589E18A4734BB182FEFE0F8B8D6962,Cross-Cultural Management Lesson 3,Cross-Cultural Management Lesson 3 posted for Cross-Cultural Management 430,0,0,0,0,,0,,100,0,0,1,20,3,0,0,1,12,1,0,1,0,,100,650,0,0,640,480,#FFFFFF,0,0,0,2022-01-09T00:00:00.000Z,2022-01-21T00:00:00.000Z,2022-01-09T00:00:00.000Z,0,0,0
9b1d463b-6377-48c3-8617-a8c8b6955d52,A520F654FBCC4CCEBACEC63D2333D771,Business Labor and Human Rights Lesson 1,Business Labor and Human Rights Lesson 1 posted for Business Labor and Human Rights 431,0,0,0,0,,0,,100,0,0,1,20,3,0,0,1,10,1,0,1,0,,100,650,0,0,640,480,#FFFFFF,0,0,0,2022-01-25T00:00:00.000Z,2022-02-08T00:00:00.000Z,2022-01-25T00:00:00.000Z,0,0,0
7b1878ff-776a-4263-a2db-68c671751af2,A520F654FBCC4CCEBACEC63D2333D771,Business Labor and Human Rights Lesson 2,Business Labor and Human Rights Lesson 2 posted for Business Labor and Human Rights 431,0,0,0,0,,0,,100,0,0,1,20,2,0,0,1,17,1,0,1,0,,100,650,0,0,640,480,#FFFFFF,0,0,0,2022-01-03T00:00:00.000Z,2022-01-18T00:00:00.000Z,2022-01-03T00:00:00.000Z,0,0,0
e0cd3175-df55-4f34-aede-7b841bf3a9f5,1D636A19738249C59B08BB8D41E240F9,Employee Training and Development Lesson 1,Employee Training and Development Lesson 1 posted for Employee Training and Development 483,0,0,0,0,,0,,100,0,0,1,20,3,0,0,1,14,1,0,1,0,,100,650,0,0,640,480,#FFFFFF,0,0,0,2022-01-07T00:00:00.000Z,2022-01-28T00:00:00.000Z,2022-01-07T00:00:00.000Z,0,0,0
d3ccee82-2464-4834-8a76-d784b36e07c6,1D636A19738249C59B08BB8D41E240F9,Employee Training and Development Lesson 2,Employee Training and Development Lesson 2 posted for Employee Training and Development 483,0,0,0,0,,0,,100,0,0,1,20,2,0,0,1,10,1,0,1,0,,100,650,0,0,640,480,#FFFFFF,0,0,0,2022-01-25T00:00:00.000Z,2022-02-13T00:00:00.000Z,2022-01-25T00:00:00.000Z,0,0,0
43416749-024c-4174-baae-c71f16ecd979,1D636A19738249C59B08BB8D41E240F9,Employee Training and Development Lesson 3,Employee Training and Development Lesson 3 posted for Employee Training and Development 483,0,0,0,0,,0,,100,0,0,1,20,3,0,0,1,10,1,0,1,0,,100,650,0,0,640,480,#FFFFFF,0,0,0,2022-01-03T00:00:00.000Z,2022-01-11T00:00:00.000Z,2022-01-03T00:00:00.000Z,0,0,0
14861fc8-82c8-41a0-a3b4-43c0dba81367,3C97C00264E84D34BC36231432D26D08,Green Operations Management Lesson 1,Green Operations Management Lesson 1 posted for Green Operations Management 493,0,0,0,0,,0,,100,0,0,1,20,5,0,0,1,19,1,0,1,0,,100,650,0,0,640,480,#FFFFFF,0,0,0,2022-01-26T00:00:00.000Z,2022-02-06T00:00:00.000Z,2022-01-26T00:00:00.000Z,0,0,0
fde96310-eb12-45e1-80d0-9508e453b68d,3C97C00264E84D34BC36231432D26D08,Green Operations Management Lesson 2,Green Operations Management Lesson 2 posted for Green Operations Management 493,0,0,0,0,,0,,100,0,0,1,20,3,0,0,1,10,1,0,1,0,,100,650,0,0,640,480,#FFFFFF,0,0,0,2022-01-20T00:00:00.000Z,2022-02-09T00:00:00.000Z,2022-01-20T00:00:00.000Z,0,0,0
de0a0387-571f-4490-89dc-3d5030e9599a,DBBD9A73B355472188EC58D66BDFF9C0,Digital Logic Lesson 1,Digital Logic Lesson 1 posted for Digital Logic 212,0,0,0,0,,0,,100,0,0,1,20,1,0,0,1,13,1,0,1,0,,100,650,0,0,640,480,#FFFFFF,0,0,0,2022-01-05T00:00:00.000Z,2022-01-22T00:00:00.000Z,2022-01-05T00:00:00.000Z,0,0,0
1be0be6a-cf27-4063-ac80-ae4c6f54f6bb,DBBD9A73B355472188EC58D66BDFF9C0,Digital Logic Lesson 2,Digital Logic Lesson 2 posted for Digital Logic 212,0,0,0,0,,0,,100,0,0,1,20,2,0,0,1,19,1,0,1,0,,100,650,0,0,640,480,#FFFFFF,0,0,0,2022-01-19T00:00:00.000Z,2022-01-30T00:00:00.000Z,2022-01-19T00:00:00.000Z,0,0,0
